package_name,weekly_downloads
rgb-regex,3079263
hsl-regex,3076417
hsla-regex,3075959
is-color-stop,3073189
event-emitter,3071096
cssnano-util-get-arguments,3070894
cssnano-util-get-match,3070722
raw-loader,3068968
@typescript-eslint/experimental-utils,3060165
jquery,3052194
engine.io,3051530
config-chain,3045822
magic-string,3036164
babel-plugin-syntax-jsx,3034203
graceful-readlink,3021866
react-dev-utils,3017244
array-differ,3014954
types-registry,3011464
immutable,3005513
cli-truncate,3001045
case-sensitive-paths-webpack-plugin,2998827
history,2995047
parseuri,2994945
babel-plugin-transform-object-rest-spread,2989789
@emotion/unitless,2984922
fs-constants,2984846
after,2980434
yn,2968909
touch,2962193
clone-stats,2960137
time-stamp,2952472
image-size,2947807
base64id,2940665
@babel/preset-typescript,2937577
lodash.isarray,2929684
cryptiles,2926544
parseqs,2923478
proto-list,2921516
react-redux,2920350
@babel/plugin-syntax-decorators,2911919
better-assert,2911266
yeast,2906480
to-array,2903581
has-cors,2901096
p-timeout,2895909
extract-zip,2892813
component-inherit,2890325
component-bind,2890129
object-component,2889083
is-root,2887167
listr,2886833
listr-update-renderer,2882828
lodash._getnative,2881385
@types/express,2881027
socket.io-adapter,2880965
@emotion/hash,2878918
lodash.unescape,2878741
@types/jest,2874876
vfile,2864063
lolex,2862689
browser-stdout,2855846
set-immediate-shim,2852258
min-document,2851464
@babel/plugin-syntax-flow,2850119
dom-walk,2849063
recursive-readdir,2848180
listr-verbose-renderer,2846653
is-object,2844362
clean-stack,2842605
optimize-css-assets-webpack-plugin,2833799
is-relative,2828501
@angular-devkit/core,2826104
babel-polyfill,2821493
postcss-flexbugs-fixes,2813070
require-from-string,2812912
@babel/plugin-syntax-typescript,2806691
copy-webpack-plugin,2804855
opener,2792471
is-builtin-module,2775894
p-retry,2768180
babel-plugin-transform-es2015-modules-commonjs,2766944
formidable,2757345
jasmine-core,2756237
align-text,2752236
cacheable-request,2745959
unist-util-stringify-position,2744724
right-align,2742620
hawk,2742381
uglify-to-browserify,2736397
istanbul-api,2736000
react-router,2734100
dotenv-expand,2733145
react-test-renderer,2730674
center-align,2727466
superagent,2722688
memoize-one,2719800
lodash.flattendeep,2719286
vfile-message,2718880
babel-plugin-transform-strict-mode,2713425
babel-plugin-syntax-trailing-function-commas,2710837
wcwidth,2707624
gud,2705436
function.prototype.name,2701257
@typescript-eslint/parser,2697851
@hapi/joi,2694852
fileset,2694464
fast-diff,2692013
keyv,2681631
elegant-spinner,2681594
sntp,2676898
last-call-webpack-plugin,2676817
bignumber.js,2671851
@emotion/serialize,2663652
defined,2647772
ent,2647381
is-absolute,2640052
fork-ts-checker-webpack-plugin,2633477
regexp-tree,2624168
quick-lru,2623229
google-auth-library,2612994
eslint-loader,2599605
dedent,2596399
cookiejar,2596378
jmespath,2595807
find-root,2593955
validator,2589540
cors,2585646
@hapi/address,2575425
has-binary2,2574620
require-uncached,2573986
array-map,2570708
rx-lite-aggregates,2569656
array-reduce,2568457
@babel/helper-create-regexp-features-plugin,2566668
@babel/plugin-transform-react-constant-elements,2566006
value-equal,2562380
resolve-pathname,2562287
@types/express-serve-static-core,2557920
unified,2556985
request-promise,2550613
semver-compare,2550266
eslint-config-prettier,2548679
babel-helper-get-function-arity,2541281
pnp-webpack-plugin,2540916
babel-helper-function-name,2538971
detect-port-alt,2535444
immer,2532629
fast-safe-stringify,2528722
npm-package-arg,2523620
json-buffer,2515093
uglifyjs-webpack-plugin,2511179
agentkeepalive,2509910
@typescript-eslint/eslint-plugin,2509851
babel-plugin-emotion,2508210
marked,2507344
gcp-metadata,2501317
proxy-from-env,2490796
listr-silent-renderer,2481763
confusing-browser-globals,2481752
please-upgrade-node,2479734
any-promise,2479596
tree-kill,2474747
protobufjs,2474008
is-unc-path,2472178
user-home,2460527
lodash.isboolean,2459597
minimist-options,2457081
lodash.includes,2455456
stackframe,2454950
postcss-safe-parser,2454779
responselike,2454766
lodash.isnumber,2454370
lodash.flatten,2451867
@types/body-parser,2449469
@hapi/topo,2448894
babel-plugin-transform-react-remove-prop-types,2447164
tiny-warning,2444188
merge,2438080
ts-pnp,2432807
exit-hook,2430775
lodash.tail,2430541
lodash.isinteger,2428834
@emotion/utils,2421975
pathval,2420811
@emotion/stylis,2420781
lodash-es,2419509
void-elements,2418338
check-error,2418114
error-stack-parser,2417903
basic-auth,2404158
decamelize-keys,2403404
builtins,2395917
clone-response,2391394
@types/json-schema,2390195
gtoken,2388696
split2,2381280
@types/serve-static,2380700
babel-helper-hoist-variables,2380442
eslint-plugin-prettier,2380186
husky,2379448
string.prototype.trim,2377910
@emotion/is-prop-valid,2377584
babel-plugin-transform-es2015-destructuring,2377413
lazystream,2371174
babel-plugin-transform-regenerator,2369397
babel-plugin-transform-es2015-parameters,2367819
lines-and-columns,2367657
@babel/polyfill,2367371
loader-fs-cache,2367265
make-fetch-happen,2367098
sigmund,2364429
postcss-values-parser,2362955
get-func-name,2360576
babel-helper-call-delegate,2359847
babel-plugin-transform-es2015-function-name,2358371
babel-plugin-check-es2015-constants,2358127
npm-pick-manifest,2356890
graphql,2355107
babel-plugin-transform-es2015-spread,2354931
archy,2351859
@types/mime,2349984
react-router-dom,2347820
babel-plugin-transform-es2015-block-scoping,2346485
babel-plugin-transform-es2015-arrow-functions,2345067
unc-path-regex,2344835
babel-helper-define-map,2339854
immediate,2338886
validate-npm-package-name,2337140
check-types,2336462
babel-plugin-transform-es2015-shorthand-properties,2333728
parse-entities,2332636
babel-helper-regex,2332361
babel-helper-replace-supers,2330996
babel-helper-optimise-call-expression,2330955
babel-plugin-transform-es2015-classes,2330108
jszip,2327977
postcss-custom-properties,2326265
babel-plugin-transform-es2015-computed-properties,2325104
babel-plugin-transform-es2015-for-of,2324143
babel-plugin-transform-es2015-template-literals,2324129
babel-plugin-transform-es2015-literals,2321298
babel-plugin-transform-es2015-unicode-regex,2320977
babel-plugin-transform-es2015-sticky-regex,2319988
lie,2317212
traverse,2316372
postcss-nesting,2316000
eslint-config-airbnb-base,2315956
babel-plugin-transform-es2015-block-scoped-functions,2314878
highlight.js,2313286
sinon,2310606
core-js-pure,2308460
babel-plugin-transform-es2015-object-super,2304038
is-decimal,2298887
tiny-invariant,2292690
is-alphabetical,2291076
babel-plugin-transform-es2015-modules-systemjs,2278436
randexp,2276778
babel-plugin-transform-es2015-typeof-symbol,2275625
is-alphanumerical,2274096
array.prototype.flat,2273516
babel-plugin-transform-es2015-duplicate-keys,2269912
pretty-hrtime,2268187
babel-plugin-transform-es2015-modules-amd,2267694
postcss-initial,2266077
is-observable,2265170
is-hexadecimal,2263222
@types/connect,2262517
babel-plugin-transform-es2015-modules-umd,2262264
character-entities-legacy,2259868
postcss-custom-media,2259536
object-path,2259163
to-buffer,2256648
character-entities,2256613
character-reference-invalid,2256560
@types/range-parser,2250225
less,2246685
lodash.throttle,2243929
postcss-selector-matches,2225725
slide,2218222
ext,2214451
unist-util-visit-parents,2204626
postcss-media-minmax,2201599
google-p12-pem,2197533
postcss-selector-not,2196183
postcss-custom-selectors,2195344
eslint-plugin-react-hooks,2191366
unist-util-is,2191131
fancy-log,2189012
postcss-color-hex-alpha,2175960
stringstream,2172002
babel-preset-react-app,2168613
nodemon,2166488
remark-parse,2161219
merge-source-map,2160092
tryer,2158584
aggregate-error,2151164
postcss-attribute-case-insensitive,2149806
postcss-pseudo-class-any-link,2149169
postcss-color-rebeccapurple,2145275
postcss-font-variant,2144095
morgan,2143163
eslint-plugin-flowtype,2140367
postcss-replace-overflow-wrap,2136398
unist-util-visit,2136379
err-code,2130214
glob-stream,2126110
babel-plugin-syntax-async-functions,2125423
joi,2125159
isbinaryfile,2119924
string.prototype.padend,2119728
webpack-bundle-analyzer,2118310
ncp,2114294
multimatch,2110987
resize-observer-polyfill,2107982
humanize-ms,2106968
nearley,2103567
es6-set,2102805
ordered-read-streams,2101479
babel-plugin-transform-async-to-generator,2098787
@types/normalize-package-data,2091862
babel-helper-remap-async-to-generator,2090910
file-uri-to-path,2089915
babel-plugin-transform-exponentiation-operator,2086897
ansi-wrap,2085146
babel-helper-builder-binary-assignment-operator-visitor,2085032
babel-helper-explode-assignable-expression,2084429
babel-plugin-syntax-exponentiation-operator,2082140
generate-function,2079633
reselect,2079441
lodash._basecopy,2067936
unique-stream,2067003
caniuse-db,2061507
log4js,2059018
postcss-color-gray,2056666
vinyl-fs,2056624
reduce-css-calc,2056410
railroad-diagrams,2047464
discontinuous-range,2046288
xmldom,2040185
tiny-emitter,2040044
lodash._isiterateecall,2032375
npm-normalize-package-bin,2030438
@svgr/webpack,2029655
is-subset,2029600
any-observable,2018240
url-join,2010481
html-tags,2010432
webpack-hot-middleware,2009152
has-to-string-tag-x,2008241
ignore-by-default,2007557
react-popper,2004057
postcss-import,2000212
merge-deep,1999968
bfj,1997603
isurl,1996041
@babel/plugin-syntax-top-level-await,1995124
trough,1992885
url-to-options,1991710
@svgr/core,1990264
postcss-preset-env,1990257
read-cache,1989491
plugin-error,1987401
is-property,1985067
trim,1984159
bail,1983953
liftoff,1978725
buffer-equal,1969440
flat,1966781
has-symbol-support-x,1966365
@types/react-dom,1965093
read,1961756
pstree.remy,1960265
underscore.string,1958378
undefsafe,1957440
promise-retry,1957297
worker-rpc,1956855
@types/eslint-visitor-keys,1956666
bootstrap,1953628
gaxios,1953497
microevent.ts,1952618
download,1951950
run-parallel,1949548
run-node,1949535
moo,1943673
@sinonjs/formatio,1943243
is-string,1941956
enzyme,1940327
foreach,1935125
crypt,1930176
charenc,1930142
node-fetch-npm,1924497
hoopy,1921390
ansi-gray,1908050
iterall,1906402
rx,1902919
webpack-manifest-plugin,1902354
css-parse,1901763
@csstools/convert-colors,1901536
watch,1898852
@samverschueren/stream-to-observable,1898639
cssdb,1897427
cli-table3,1895733
arg,1892086
cross-env,1891369
string-argv,1888236
stylis,1887534
ts-jest,1883830
when,1883078
abort-controller,1882591
es6-map,1881933
postcss-color-mod-function,1879909
ts-invariant,1879297
postcss-dir-pseudo-class,1879236
postcss-focus-visible,1878384
postcss-logical,1877146
color-support,1876344
xmlchars,1875267
postcss-page-break,1874114
lodash.set,1873129
debuglog,1872470
md5,1869570
useragent,1865759
@hapi/bourne,1865568
npm,1862951
reflect-metadata,1862864
@svgr/plugin-jsx,1860712
enzyme-adapter-utils,1860290
postcss-focus-within,1859066
postcss-lab-function,1858498
postcss-color-functional-notation,1856972
postcss-image-set-function,1856946
postcss-env-function,1856846
postcss-place,1856806
lodash.mergewith,1856584
os-name,1856468
postcss-gap-properties,1856103
postcss-overflow-shorthand,1855841
babel-preset-env,1855465
clipboard,1853159
@svgr/babel-plugin-svg-dynamic-title,1852439
@svgr/babel-preset,1852320
into-stream,1848546
event-target-shim,1841048
saxes,1840873
array.prototype.find,1840860
eventemitter2,1838669
x-is-string,1836679
fined,1834123
enzyme-adapter-react-16,1824553
babel-plugin-named-asset-import,1823805
is-boolean-object,1822296
is-number-object,1822236
read-package-json,1822185
react-fast-compare,1821732
flagged-respawn,1821150
get-port,1816275
crc,1815151
ccount,1806051
npm-registry-fetch,1805949
protoduck,1804741
@sinonjs/samsam,1804541
dicer,1804472
unist-util-remove-position,1800140
@svgr/hast-util-to-babel-ast,1800048
prop-types-exact,1799144
streamsearch,1798030
genfun,1797805
@emotion/weak-memoize,1796162
vfile-location,1795455
tinycolor2,1794158
is-function,1791023
fs-readdir-recursive,1789391
path-root-regex,1786864
path-root,1786733
jsonpointer,1786109
reflect.ownkeys,1782521
@angular-devkit/architect,1779810
delegate,1779729
postcss-double-position-gradients,1779020
dezalgo,1778256
react-select,1776048
@svgr/plugin-svgo,1774738
generate-object-property,1772605
@types/long,1771815
parse-filepath,1771128
rst-selector-parser,1769363
select,1767656
ansicolors,1767320
collapse-white-space,1767169
lint-staged,1766039
promise-polyfill,1765400
date-format,1764589
good-listener,1764587
@emotion/core,1761062
@emotion/cache,1760855
stream-combiner,1760431
@svgr/babel-plugin-replace-jsx-attribute-value,1756961
reduce-function-call,1755545
@svgr/babel-plugin-svg-em-dimensions,1755274
@svgr/babel-plugin-add-jsx-attribute,1755047
@svgr/babel-plugin-remove-jsx-attribute,1754833
@svgr/babel-plugin-remove-jsx-empty-expression,1754751
@svgr/babel-plugin-transform-react-native-svg,1754603
@svgr/babel-plugin-transform-svg-component,1754599
apollo-link,1751401
create-react-class,1751101
@angular-devkit/schematics,1750963
stylis-rule-sheet,1750357
lodash.clone,1748860
css-prefers-color-scheme,1747527
throttleit,1747402
lodash.restparam,1745989
css-has-pseudo,1744299
css-blank-pseudo,1743420
prettier-linter-helpers,1741565
is-my-json-valid,1738715
trim-trailing-lines,1737898
unherit,1737657
through2-filter,1737065
sourcemap-codec,1734221
state-toggle,1729249
macos-release,1728391
is-whitespace-character,1728359
is-word-character,1728127
airbnb-prop-types,1727755
markdown-escapes,1726068
temp-dir,1723923
camelize,1723462
@emotion/css,1720502
isemail,1718843
@types/tough-cookie,1717905
map-stream,1717826
arch,1717815
w3c-xmlserializer,1710217
archiver,1707869
make-iterator,1704954
harmony-reflect,1701617
adm-zip,1700627
json-loader,1698315
apollo-utilities,1696687
lodash.foreach,1693118
topo,1688163
cycle,1686776
@protobufjs/utf8,1683021
readdir-scoped-modules,1682218
redux-thunk,1680632
@emotion/sheet,1678972
pacote,1674407
zen-observable-ts,1672555
uglify-es,1670737
@types/request,1669019
math-expression-evaluator,1668969
@protobufjs/codegen,1668484
@protobufjs/base64,1668452
@protobufjs/aspromise,1665724
@protobufjs/eventemitter,1665558
@protobufjs/inquire,1665454
@protobufjs/path,1665453
@protobufjs/fetch,1665444
@protobufjs/pool,1665370
@protobufjs/float,1665318
@nodelib/fs.walk,1664859
@nodelib/fs.scandir,1664837
reusify,1664514
